8|1000.0f:607.0f,383.0f>1006.12f:630.00f,312.00f;1019.23f:741.00f,197.00f;1021.94f:768.00f,178.00f;1023.73f:774.00f,157.00f;1028.00f:774.00f,105.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
9|1000.0f:496.0f,478.0f>1003.36f:499.00f,423.00f;1006.17f:525.00f,385.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
1|1006.2f:525.0f,385.0f>1011.18f:607.00f,383.00f;1013.38f:643.00f,385.00f;1016.97f:698.00f,406.00f;1021.26f:751.00f,360.00f;1027.00f:843.00f,340.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
9|1000.0f:741.0f,231.0f>1003.56f:630.00f,312.00f;1004.37f:601.00f,300.00f;1005.31f:579.00f,329.00f;1007.33f:525.00f,385.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
1|1007.3f:525.0f,385.0f>1009.45f:607.00f,383.00f;1010.39f:643.00f,385.00f;1011.91f:698.00f,406.00f;1013.73f:751.00f,360.00f;1016.17f:843.00f,340.00f;1016.97f:874.00f,343.00f;1020.00f:961.00f,265.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
3|1000.0f:704.0f,431.0f>1001.56f:683.00f,440.00f;1002.77f:670.00f,452.00f;1006.82f:617.00f,479.00f;1009.14f:583.00f,478.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
7|1009.1f:583.0f,478.0f>1010.94f:579.00f,452.00f;1015.51f:578.00f,385.00f;1016.54f:580.00f,370.00f;1019.34f:579.00f,329.00f;1021.82f:601.00f,300.00f;1023.86f:594.00f,271.00f;1025.39f:602.00f,250.00f;1029.84f:637.00f,195.00f;1031.00f:637.00f,178.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
3|1000.0f:430.0f,474.0f>1003.29f:466.00f,479.00f;1006.00f:496.00f,478.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
3|1000.0f:517.0f,479.0f>1009.00f:617.00f,479.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
1|1000.0f:843.0f,340.0f>1001.89f:874.00f,343.00f;1009.00f:961.00f,265.00f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f;0.0f:0.0f,0.0f
